nom,email,telephone,adresse,code_insee,site_web
Communauté de communes - Pays Fouesnantais,contact@cc-paysfouesnantais.fr,"[{""valeur"": ""02 98 51 61 27"", ""description"": """"}]","[{""type_adresse"": ""Adresse"", ""complement1"": """", ""complement2"": """", ""numero_voie"": ""11 espace Kérourgué"", ""service_distribution"": """", ""code_postal"": ""29170"", ""nom_commune"": ""Fouesnant"", ""pays"": ""France"", ""continent"": ""Europe"", ""longitude"": ""-4.011527"", ""latitude"": ""47.893746""}]",29058,"[{""libelle"": """", ""valeur"": ""https://www.cc-paysfouesnantais.fr/""}]"
Communauté Lesneven - Côte des Légendes,contact@clcl.bzh,"[{""valeur"": ""02 98 21 11 77"", ""description"": """"}]","[{""type_adresse"": ""Adresse"", ""complement1"": """", ""complement2"": """", ""numero_voie"": ""12 boulevard des Frères-Lumière"", ""service_distribution"": """", ""code_postal"": ""29260"", ""nom_commune"": ""Lesneven"", ""pays"": ""France"", ""continent"": ""Europe"", ""longitude"": ""-4.3167967"", ""latitude"": ""48.5741433""}]",29124,"[{""libelle"": """", ""valeur"": ""https://www.clcl.bzh/""}]"
Communauté de communes - La Clayette Chauffailles en Brionnais,cc@brionnaissudbourgogne.fr,"[{""valeur"": ""03 85 26 52 20"", ""description"": """"}]","[{""type_adresse"": ""Adresse"", ""complement1"": """", ""complement2"": """", ""numero_voie"": ""4 rue Elie-Maurette"", ""service_distribution"": """", ""code_postal"": ""71170"", ""nom_commune"": ""Chauffailles"", ""pays"": ""France"", ""continent"": ""Europe"", ""longitude"": ""4.3394494"", ""latitude"": ""46.2068543""}]",71120,"[{""libelle"": """", ""valeur"": ""https://brionnaissudbourgogne.fr""}]"
Communauté d'agglomération - Agen,espace.accueil@agglo-agen.fr,"[{""valeur"": ""05 53 69 68 67"", ""description"": """"}]","[{""type_adresse"": ""Adresse"", ""complement1"": """", ""complement2"": """", ""numero_voie"": ""8 rue André-Chénier"", ""service_distribution"": ""BP 90045"", ""code_postal"": ""47916"", ""nom_commune"": ""Agen Cedex 9"", ""pays"": ""France"", ""continent"": ""Europe"", ""longitude"": ""0.6139596"", ""latitude"": ""44.2021874""}]",47001,"[{""libelle"": """", ""valeur"": ""https://www.agglo-agen.net/""}]"
Communauté de communes - Coteaux et Plaines du Pays Lafrançaisain,contact@cc-paysdelafrancaise.fr,"[{""valeur"": ""05 63 65 91 90"", ""description"": """"}]","[{""type_adresse"": ""Adresse"", ""complement1"": """", ""complement2"": """", ""numero_voie"": ""33 rue Mary-Lafon"", ""service_distribution"": """", ""code_postal"": ""82130"", ""nom_commune"": ""Lafrançaise"", ""pays"": ""France"", ""continent"": ""Europe"", ""longitude"": ""1.2411045"", ""latitude"": ""44.1283346""}]",82087,"[{""libelle"": """", ""valeur"": ""https://www.paysdelafrancaise.fr/""}]"
Communauté de communes - Bruyères Vallons des Vosges,accueil@cc-bruyeres.fr,"[{""valeur"": ""03 29 57 80 69"", ""description"": """"}]","[{""type_adresse"": ""Adresse"", ""complement1"": """", ""complement2"": """", ""numero_voie"": ""4 rue de la 36e-Division-Us"", ""service_distribution"": """", ""code_postal"": ""88600"", ""nom_commune"": ""Bruyères"", ""pays"": ""France"", ""continent"": ""Europe"", ""longitude"": ""6.7169071"", ""latitude"": ""48.20987""}]",88078,"[{""libelle"": """", ""valeur"": ""https://www.ccb2v.fr/""}]"
Communauté de communes - Seine et Aube,contact@comcomsa.fr,"[{""valeur"": ""03 25 25 25 15"", ""description"": """"}]","[{""type_adresse"": ""Adresse"", ""complement1"": """", ""complement2"": """", ""numero_voie"": ""11 rue Delaitre"", ""service_distribution"": """", ""code_postal"": ""10170"", ""nom_commune"": ""Méry-sur-Seine"", ""pays"": ""France"", ""continent"": ""Europe"", ""longitude"": ""3.889325"", ""latitude"": ""48.509228""}]",10233,"[{""libelle"": """", ""valeur"": ""https://www.ccseineetaube.fr/""}]"
Communauté de communes - Marche Occitane Val d'Anglin,contact@cdcmova.fr,"[{""valeur"": ""02 54 24 31 40"", ""description"": """"}]","[{""type_adresse"": ""Adresse"", ""complement1"": """", ""complement2"": """", ""numero_voie"": ""2 place Saint-Christophe"", ""service_distribution"": """", ""code_postal"": ""36370"", ""nom_commune"": ""Lignac"", ""pays"": ""France"", ""continent"": ""Europe"", ""longitude"": ""1.21766"", ""latitude"": ""46.46665""}]",36168,"[{""libelle"": """", ""valeur"": ""https://cdc-mova.fr/""}]"
Communauté de communes - Marcigny,contact@ccmarcigny.fr,"[{""valeur"": ""03 85 25 37 08"", ""description"": """"}]","[{""type_adresse"": ""Adresse"", ""complement1"": """", ""complement2"": """", ""numero_voie"": ""5 place du Cours"", ""service_distribution"": """", ""code_postal"": ""71110"", ""nom_commune"": ""Marcigny"", ""pays"": ""France"", ""continent"": ""Europe"", ""longitude"": ""4.0402378"", ""latitude"": ""46.2752494""}]",71275,"[{""libelle"": """", ""valeur"": ""https://www.cc-marcigny.fr/""}]"
Communauté de communes - Sisteronais Buëch,contact.ccsb@sisteronais-buech.fr,"[{""valeur"": ""04 92 31 27 52"", ""description"": """"}]","[{""type_adresse"": ""Adresse"", ""complement1"": """", ""complement2"": """", ""numero_voie"": ""1 place de la République"", ""service_distribution"": """", ""code_postal"": ""04200"", ""nom_commune"": ""Sisteron"", ""pays"": ""France"", ""continent"": ""Europe"", ""longitude"": ""5.943191"", ""latitude"": ""44.194713""}]",04209,"[{""libelle"": """", ""valeur"": ""https://www.sisteronais-buech.fr/""}]"
Communauté d'agglomération - Grand Villeneuvois,contact@grand-villeneuvois.fr,"[{""valeur"": ""05 53 71 54 81"", ""description"": """"}]","[{""type_adresse"": ""Adresse"", ""complement1"": """", ""complement2"": """", ""numero_voie"": ""24 rue du Vieux-Pont"", ""service_distribution"": """", ""code_postal"": ""47440"", ""nom_commune"": ""Casseneuil"", ""pays"": ""France"", ""continent"": ""Europe"", ""longitude"": ""0.6205582"", ""latitude"": ""44.4433969""}]",47049,"[{""libelle"": """", ""valeur"": ""http://www.grand-villeneuvois.fr""}]"
Communauté de communes - Pays Ribéracois,contact@ccpr24.fr,"[{""valeur"": ""05 53 92 50 60"", ""description"": """"}]","[{""type_adresse"": ""Adresse"", ""complement1"": """", ""complement2"": """", ""numero_voie"": ""11 rue Couleau"", ""service_distribution"": ""BP 10"", ""code_postal"": ""24600"", ""nom_commune"": ""Riberac"", ""pays"": ""France"", ""continent"": ""Europe"", ""longitude"": ""0.337651"", ""latitude"": ""45.246394""}]",24352,"[{""libelle"": """", ""valeur"": ""https://ccpr24.fr/""}]"
Communauté de communes - Coëvrons,contact@coevrons.fr,"[{""valeur"": ""02 43 66 32 00"", ""description"": """"}]","[{""type_adresse"": ""Adresse"", ""complement1"": """", ""complement2"": """", ""numero_voie"": ""2 avenue Raoul-Vadepied"", ""service_distribution"": """", ""code_postal"": ""53600"", ""nom_commune"": ""Châtres-la-Forêt"", ""pays"": ""France"", ""continent"": ""Europe"", ""longitude"": ""-0.4167578"", ""latitude"": ""48.1448617""}, {""type_adresse"": ""Adresse postale"", ""complement1"": """", ""complement2"": """", ""numero_voie"": ""2 avenue Raoul-Vadepied"", ""service_distribution"": ""BP 0130"", ""code_postal"": ""53601"", ""nom_commune"": ""Evron Cedex"", ""pays"": ""France"", ""continent"": ""Europe"", ""longitude"": ""-0.4167578"", ""latitude"": ""48.1448617""}]",53065,"[{""libelle"": """", ""valeur"": ""https://www.coevrons.fr/""}]"
Communauté de communes - Picardie des Châteaux,accueil@picardiedeschateaux.fr,"[{""valeur"": ""03 23 80 18 13"", ""description"": """"}]","[{""type_adresse"": ""Adresse"", ""complement1"": """", ""complement2"": """", ""numero_voie"": ""6-8 place Charles-De-Gaulle"", ""service_distribution"": """", ""code_postal"": ""02320"", ""nom_commune"": ""Pinon"", ""pays"": ""France"", ""continent"": ""Europe"", ""longitude"": ""3.4469584"", ""latitude"": ""49.4889822""}]",02602,"[{""libelle"": """", ""valeur"": ""https://picardiedeschateaux.fr/""}]"
Communauté de communes - Terrassonnais en Périgord Noir Thenon Hautefort,contact@ccthpn.fr,"[{""valeur"": ""05 53 50 96 10"", ""description"": """"}]","[{""type_adresse"": ""Adresse"", ""complement1"": ""Pôle des services publics"", ""complement2"": """", ""numero_voie"": ""58 avenue Jean-Jaurès"", ""service_distribution"": """", ""code_postal"": ""24120"", ""nom_commune"": ""Terrasson-Lavilledieu"", ""pays"": ""France"", ""continent"": ""Europe"", ""longitude"": ""1.300664"", ""latitude"": ""45.1352999""}]",24547,"[{""libelle"": """", ""valeur"": ""https://ccthpn.fr/""}]"
Communauté d'agglomération - Provence Alpes agglomération,contact@provencealpesagglo.fr,"[{""valeur"": ""04 92 32 05 05"", ""description"": """"}]","[{""type_adresse"": ""Adresse"", ""complement1"": """", ""complement2"": """", ""numero_voie"": ""4 rue Klein"", ""service_distribution"": """", ""code_postal"": ""04990"", ""nom_commune"": ""Digne-les-Bains"", ""pays"": ""France"", ""continent"": ""Europe"", ""longitude"": ""6.2330285"", ""latitude"": ""44.0896876""}]",04070,"[{""libelle"": """", ""valeur"": ""https://www.provencealpesagglo.fr/""}]"
Communauté d'agglomération - Nevers,contact@agglo-nevers.fr,"[{""valeur"": ""03 86 61 81 60"", ""description"": """"}]","[{""type_adresse"": ""Adresse"", ""complement1"": """", ""complement2"": """", ""numero_voie"": ""124 route de Marzy"", ""service_distribution"": ""CS 90041"", ""code_postal"": ""58027"", ""nom_commune"": ""Nevers Cedex"", ""pays"": ""France"", ""continent"": ""Europe"", ""longitude"": ""3.118033"", ""latitude"": ""46.987594""}]",58194,"[{""libelle"": """", ""valeur"": ""https://www.agglo-nevers.net/""}]"
Communauté de communes - Vals d'Aix et Isable,accueil@ccvai.fr,"[{""valeur"": ""04 77 65 48 75"", ""description"": """"}]","[{""type_adresse"": ""Adresse"", ""complement1"": """", ""complement2"": """", ""numero_voie"": ""28 rue Robert-Lugnier"", ""service_distribution"": """", ""code_postal"": ""42260"", ""nom_commune"": ""Saint-Germain-Laval"", ""pays"": ""France"", ""continent"": ""Europe"", ""longitude"": ""4.0104214"", ""latitude"": ""45.8293127""}]",42230,"[{""libelle"": """", ""valeur"": ""https://www.ccvai.fr/""}]"
Communauté d'agglomération - Grand Angoulême,contact@grandangouleme.fr,"[{""valeur"": ""05 45 38 60 60"", ""description"": """"}]","[{""type_adresse"": ""Adresse"", ""complement1"": """", ""complement2"": """", ""numero_voie"": ""25 boulevard Besson-Bey"", ""service_distribution"": """", ""code_postal"": ""16023"", ""nom_commune"": ""Angoulême"", ""pays"": ""France"", ""continent"": ""Europe"", ""longitude"": ""0.1605755"", ""latitude"": ""45.6587269""}, {""type_adresse"": ""Adresse postale"", ""complement1"": """", ""complement2"": """", ""numero_voie"": ""25 boulevard Besson-Bey"", ""service_distribution"": ""CS 12320"", ""code_postal"": ""16023"", ""nom_commune"": ""Angoulême Cedex"", ""pays"": ""France"", ""continent"": ""Europe"", ""longitude"": ""0.1605755"", ""latitude"": ""45.6587269""}]",16015,"[{""libelle"": """", ""valeur"": ""https://www.grandangouleme.fr/""}]"
Communauté de communes - Bresse Haute Seille,accueil@bressehauteseille.fr,"[{""valeur"": ""03 84 44 46 80"", ""description"": """"}]","[{""type_adresse"": ""Adresse"", ""complement1"": """", ""complement2"": """", ""numero_voie"": ""1 place de la Mairie"", ""service_distribution"": """", ""code_postal"": ""39140"", ""nom_commune"": ""Bletterans"", ""pays"": ""France"", ""continent"": ""Europe"", ""longitude"": ""5.4743758"", ""latitude"": ""46.7638461""}]",39056,"[{""libelle"": """", ""valeur"": ""https://www.bressehauteseille.fr/""}]"
Communauté de communes - Causse de Labastide Murat,contact@cc-labastide-murat.fr,"[{""valeur"": ""05 65 20 08 50"", ""description"": """"}]","[{""type_adresse"": ""Adresse"", ""complement1"": ""Labastide-Murat"", ""complement2"": """", ""numero_voie"": ""8 Grande rue du Causse"", ""service_distribution"": """", ""code_postal"": ""46240"", ""nom_commune"": ""Coeur-de-Causse"", ""pays"": ""France"", ""continent"": ""Europe"", ""longitude"": ""1.5668487"", ""latitude"": ""44.6463033""}]",46138,"[{""libelle"": """", ""valeur"": ""https://www.cc-labastide-murat.fr/""}]"
Communauté de communes - Canton de La Chambre,accueil@la4c.fr,"[{""valeur"": ""04 79 56 26 64"", ""description"": """"}]","[{""type_adresse"": ""Adresse"", ""complement1"": """", ""complement2"": """", ""numero_voie"": ""39 place Jean-Viard"", ""service_distribution"": """", ""code_postal"": ""73130"", ""nom_commune"": ""Saint-Étienne-de-Cuines"", ""pays"": ""France"", ""continent"": ""Europe"", ""longitude"": ""6.291170071946084"", ""latitude"": ""45.34200505602267""}]",73231,"[{""libelle"": """", ""valeur"": ""https://www.la4c.fr/""}]"
Communauté de communes - Terres d'Apcher Margeride Aubrac,contact@cctama.fr,"[{""valeur"": ""04 66 47 70 02"", ""description"": """"}]","[{""type_adresse"": ""Adresse"", ""complement1"": """", ""complement2"": """", ""numero_voie"": ""23 boulevard Guérin-d'Apcher"", ""service_distribution"": """", ""code_postal"": ""48200"", ""nom_commune"": ""Saint-Chély-d'Apcher"", ""pays"": ""France"", ""continent"": ""Europe"", ""longitude"": ""3.271416"", ""latitude"": ""44.8020041""}]",48140,"[{""libelle"": """", ""valeur"": ""https://www.cctama.fr/""}]"
Communauté de communes - Forêts Seine et Suzon,ccfss@ccfss.fr,"[{""valeur"": ""03 80 42 99 00"", ""description"": """"}]","[{""type_adresse"": ""Adresse"", ""complement1"": """", ""complement2"": """", ""numero_voie"": ""4 bis rue des Écoles"", ""service_distribution"": """", ""code_postal"": ""21380"", ""nom_commune"": ""Messigny-et-Vantoux"", ""pays"": ""France"", ""continent"": ""Europe"", ""longitude"": ""5.0177723"", ""latitude"": ""47.4063341""}]",21408,"[{""libelle"": """", ""valeur"": ""https://cc-forets-seine-suzon.fr/""}]"
Communauté de communes - Nogentais,contact@ccdunogentais.fr,"[{""valeur"": ""03 25 21 69 76"", ""description"": """"}]","[{""type_adresse"": ""Adresse"", ""complement1"": """", ""complement2"": """", ""numero_voie"": ""9 rue de l'Étape-au-Vin"", ""service_distribution"": """", ""code_postal"": ""10400"", ""nom_commune"": ""Nogent-sur-Seine"", ""pays"": ""France"", ""continent"": ""Europe"", ""longitude"": ""3.501841"", ""latitude"": ""48.493582""}]",10268,"[{""libelle"": """", ""valeur"": ""http://www.ccdunogentais.fr""}]"
Communauté de communes - La Plaine Jurassienne,administration@cc-laplaine-jurassienne.com,"[{""valeur"": ""03 84 81 70 22"", ""description"": """"}]","[{""type_adresse"": ""Adresse"", ""complement1"": """", ""complement2"": """", ""numero_voie"": ""3 place du Collège"", ""service_distribution"": """", ""code_postal"": ""39120"", ""nom_commune"": ""Chaussin"", ""pays"": ""France"", ""continent"": ""Europe"", ""longitude"": ""5.4076362"", ""latitude"": ""46.9698021""}]",39128,"[{""libelle"": """", ""valeur"": ""https://www.cc-laplaine-jurassienne.fr/""}]"
Communauté de communes - Val de l'Aisne,accueil@cc-valdeaisne.fr,"[{""valeur"": ""03 23 54 05 81"", ""description"": """"}]","[{""type_adresse"": ""Adresse"", ""complement1"": """", ""complement2"": """", ""numero_voie"": ""20 ter rue du Bois-Morin"", ""service_distribution"": """", ""code_postal"": ""02370"", ""nom_commune"": ""Presles-et-Boves"", ""pays"": ""France"", ""continent"": ""Europe"", ""longitude"": ""3.5126358"", ""latitude"": ""49.395026""}]",02620,"[{""libelle"": """", ""valeur"": ""http://www.cc-valdeaisne.fr""}]"
Communauté de communes - Entre Beauce et Perche,contact@entrebeauceetperche.fr,"[{""valeur"": ""02 37 24 38 47"", ""description"": """"}]","[{""type_adresse"": ""Adresse"", ""complement1"": """", ""complement2"": """", ""numero_voie"": ""2 rue du Pavillon"", ""service_distribution"": """", ""code_postal"": ""28120"", ""nom_commune"": ""Illiers-Combray"", ""pays"": ""France"", ""continent"": ""Europe"", ""longitude"": ""1.2462827"", ""latitude"": ""48.2981915""}]",28196,"[{""libelle"": """", ""valeur"": ""https://entrebeauceetperche.fr/""}]"
Communauté de communes - Noblat,accueil@ccnoblat.fr,"[{""valeur"": ""05 87 22 99 00"", ""description"": """"}]","[{""type_adresse"": ""Adresse"", ""complement1"": """", ""complement2"": """", ""numero_voie"": ""6 ZA de Soumagne"", ""service_distribution"": """", ""code_postal"": ""87400"", ""nom_commune"": ""Saint-Léonard-de-Noblat"", ""pays"": ""France"", ""continent"": ""Europe"", ""longitude"": ""1.486762"", ""latitude"": ""45.837217""}]",87161,"[{""libelle"": """", ""valeur"": ""https://ccnoblat.fr/""}]"
Communauté de communes - Pays du Vermandois,contact@cc-vermandois.com,"[{""valeur"": ""03 23 09 50 51"", ""description"": """"}]","[{""type_adresse"": ""Adresse"", ""complement1"": """", ""complement2"": """", ""numero_voie"": ""Hameau de Riqueval"", ""service_distribution"": """", ""code_postal"": ""02420"", ""nom_commune"": ""Bellicourt"", ""pays"": ""France"", ""continent"": ""Europe"", ""longitude"": ""3.235516"", ""latitude"": ""49.9622529""}]",02065,"[{""libelle"": """", ""valeur"": ""https://www.cc-vermandois.com/""}]"
Communauté de communes - Pyrénées Catalanes,contact@pyrenees-catalanes.com,"[{""valeur"": ""04 68 04 49 86"", ""description"": """"}]","[{""type_adresse"": ""Adresse"", ""complement1"": """", ""complement2"": """", ""numero_voie"": ""Col de la Quillane"", ""service_distribution"": """", ""code_postal"": ""66210"", ""nom_commune"": ""La Llagonne"", ""pays"": ""France"", ""continent"": ""Europe"", ""longitude"": ""2.1221658"", ""latitude"": ""42.5264204""}]",66098,"[{""libelle"": """", ""valeur"": ""https://www.pyrenees-catalanes.net/""}]"
Communauté de communes - Clunisois,contact@enclunisois.fr,"[{""valeur"": ""03 85 20 00 11"", ""description"": """"}]","[{""type_adresse"": ""Adresse"", ""complement1"": """", ""complement2"": """", ""numero_voie"": ""5 place du Marché"", ""service_distribution"": """", ""code_postal"": ""71250"", ""nom_commune"": ""Cluny"", ""pays"": ""France"", ""continent"": ""Europe"", ""longitude"": ""4.656656"", ""latitude"": ""46.4350835""}]",71137,"[{""libelle"": """", ""valeur"": ""https://enclunisois.fr/""}]"
Communauté d'agglomération - Sicoval,info@sicoval.fr,"[{""valeur"": ""05 62 24 02 02"", ""description"": """"}]","[{""type_adresse"": ""Adresse"", ""complement1"": """", ""complement2"": """", ""numero_voie"": ""110 rue Marco-Polo"", ""service_distribution"": """", ""code_postal"": ""31670"", ""nom_commune"": ""Labège"", ""pays"": ""France"", ""continent"": ""Europe"", ""longitude"": ""1.5055659979142035"", ""latitude"": ""43.5441169997417""}]",31254,"[{""libelle"": """", ""valeur"": ""https://www.sicoval.fr/""}]"
Communauté d'agglomération - Pays Voironnais,info@paysvoironnais.com,"[{""valeur"": ""04 76 93 17 71"", ""description"": """"}]","[{""type_adresse"": ""Adresse"", ""complement1"": """", ""complement2"": """", ""numero_voie"": ""40 rue Mainssieux"", ""service_distribution"": """", ""code_postal"": ""38500"", ""nom_commune"": ""Voiron"", ""pays"": ""France"", ""continent"": ""Europe"", ""longitude"": ""5.5925419"", ""latitude"": ""45.3629678""}, {""type_adresse"": ""Adresse postale"", ""complement1"": """", ""complement2"": """", ""numero_voie"": ""40 rue Mainssieux"", ""service_distribution"": ""CS 80363"", ""code_postal"": ""38516"", ""nom_commune"": ""Voiron Cedex"", ""pays"": ""France"", ""continent"": ""Europe"", ""longitude"": """", ""latitude"": """"}]",38563,"[{""libelle"": """", ""valeur"": ""https://www.paysvoironnais.com/""}]"
Communauté de communes - Pays Morcenais,contact@paysmorcenais.fr,"[{""valeur"": ""05 58 04 14 15"", ""description"": """"}]","[{""type_adresse"": ""Adresse"", ""complement1"": """", ""complement2"": """", ""numero_voie"": ""16 place Léo-Bouyssou"", ""service_distribution"": """", ""code_postal"": ""40110"", ""nom_commune"": ""Morcenx-la-Nouvelle"", ""pays"": ""France"", ""continent"": ""Europe"", ""longitude"": ""-0.9119653"", ""latitude"": ""44.0332784""}]",40197,"[{""libelle"": """", ""valeur"": ""https://www.paysmorcenais.fr/""}]"
Communauté de communes - Coteaux Bordelais,contact@cdc-coteaux-bordelais.fr,"[{""valeur"": ""05 57 34 26 37"", ""description"": """"}]","[{""type_adresse"": ""Adresse"", ""complement1"": ""8 rue Newton"", ""complement2"": """", ""numero_voie"": ""Parc d'activités"", ""service_distribution"": """", ""code_postal"": ""33370"", ""nom_commune"": ""Tresses"", ""pays"": ""France"", ""continent"": ""Europe"", ""longitude"": ""-0.46405"", ""latitude"": ""44.847789""}]",33535,"[{""libelle"": """", ""valeur"": ""https://www.coteaux-bordelais.fr/""}]"
Communauté d'agglomération - Gap Tallard Durance,contact@agglo-gap.fr,"[{""valeur"": ""04 92 53 24 24"", ""description"": """"}]","[{""type_adresse"": ""Adresse"", ""complement1"": ""Campus des Trois Fontaines"", ""complement2"": """", ""numero_voie"": ""2 ancienne route de Veynes"", ""service_distribution"": ""BP 92"", ""code_postal"": ""05007"", ""nom_commune"": ""Gap Cedex"", ""pays"": ""France"", ""continent"": ""Europe"", ""longitude"": ""6.067365"", ""latitude"": ""44.559035""}]",05061,"[{""libelle"": """", ""valeur"": ""https://www.gap-tallard-durance.fr/""}]"
Communauté de communes - Sor et de l'Agout,contact@communautesoragout.fr,"[{""valeur"": ""05 63 72 84 84"", ""description"": """"}]","[{""type_adresse"": ""Adresse"", ""complement1"": """", ""complement2"": """", ""numero_voie"": ""550 chemin des héronnières"", ""service_distribution"": """", ""code_postal"": ""81710"", ""nom_commune"": ""Saïx"", ""pays"": ""France"", ""continent"": ""Europe"", ""longitude"": ""2.143988"", ""latitude"": ""43.582075""}]",81273,"[{""libelle"": """", ""valeur"": ""https://www.communautesoragout.fr/""}]"
Communauté de communes - Coeur de Lozère,directiongenerale@coeurdelozere.fr,"[{""valeur"": ""04 66 94 09 67"", ""description"": """"}]","[{""type_adresse"": ""Adresse"", ""complement1"": """", ""complement2"": """", ""numero_voie"": ""2 place Charles-de-Gaulle"", ""service_distribution"": """", ""code_postal"": ""48000"", ""nom_commune"": ""Mende"", ""pays"": ""France"", ""continent"": ""Europe"", ""longitude"": ""3.501822"", ""latitude"": ""44.51797""}, {""type_adresse"": ""Adresse postale"", ""complement1"": """", ""complement2"": """", ""numero_voie"": ""2 place Charles-de-Gaulle"", ""service_distribution"": ""BP 84"", ""code_postal"": ""48002"", ""nom_commune"": ""Mende Cedex"", ""pays"": ""France"", ""continent"": ""Europe"", ""longitude"": """", ""latitude"": """"}]",48095,"[{""libelle"": """", ""valeur"": ""https://coeurdelozere.fr/""}]"
Communauté de communes - Pleyben Châteaulin Porzay,accueil@ccpcp.bzh,"[{""valeur"": ""02 98 16 14 00"", ""description"": """"}]","[{""type_adresse"": ""Adresse"", ""complement1"": """", ""complement2"": """", ""numero_voie"": ""9 rue Camille-Danguillaume"", ""service_distribution"": ""CS 60043"", ""code_postal"": ""29150"", ""nom_commune"": ""Châteaulin"", ""pays"": ""France"", ""continent"": ""Europe"", ""longitude"": ""-4.058993"", ""latitude"": ""48.212671""}]",29026,"[{""libelle"": """", ""valeur"": ""https://www.ccpcp.bzh/""}]"
Communauté urbaine - Grand Poitiers,communication@grandpoitiers.fr,"[{""valeur"": ""05 49 52 35 35"", ""description"": """"}]","[{""type_adresse"": ""Adresse"", ""complement1"": """", ""complement2"": """", ""numero_voie"": ""84 rue des Carmélites"", ""service_distribution"": """", ""code_postal"": ""86000"", ""nom_commune"": ""Poitiers"", ""pays"": ""France"", ""continent"": ""Europe"", ""longitude"": ""0.338982"", ""latitude"": ""46.584288""}]",86194,"[{""libelle"": """", ""valeur"": ""https://www.grandpoitiers.fr/""}]"
Communauté de communes - Isle Double Landais,accueil@ccidl.fr,"[{""valeur"": ""05 53 82 58 25"", ""description"": """"}]","[{""type_adresse"": ""Adresse"", ""complement1"": """", ""complement2"": """", ""numero_voie"": ""4 B rue du Maréchal-Joffre"", ""service_distribution"": """", ""code_postal"": ""24700"", ""nom_commune"": ""Montpon-Ménestérol"", ""pays"": ""France"", ""continent"": ""Europe"", ""longitude"": ""0.162204"", ""latitude"": ""45.008727""}]",24294,"[{""libelle"": """", ""valeur"": ""https://ccidl.fr/""}]"
Communauté de communes - Lacs de Champagne,secretariat@cclacsdechampagne.fr,"[{""valeur"": ""03 25 27 91 93"", ""description"": """"}]","[{""type_adresse"": ""Adresse"", ""complement1"": """", ""complement2"": """", ""numero_voie"": ""3 rue Henri-Becquerel"", ""service_distribution"": """", ""code_postal"": ""10500"", ""nom_commune"": ""Brienne-le-Château"", ""pays"": ""France"", ""continent"": ""Europe"", ""longitude"": ""4.5370872"", ""latitude"": ""48.402582""}]",10064,"[{""libelle"": """", ""valeur"": ""https://www.cclacsdechampagne.fr""}]"
Communauté de communes - La Beauce Loirétaine,contact@cc-beauceloiretaine.fr,"[{""valeur"": ""02 19 23 00 50"", ""description"": """"}]","[{""type_adresse"": ""Adresse"", ""complement1"": """", ""complement2"": """", ""numero_voie"": ""Chemin des ouches"", ""service_distribution"": """", ""code_postal"": ""45410"", ""nom_commune"": ""Sougy"", ""pays"": ""France"", ""continent"": ""Europe"", ""longitude"": ""1.792769"", ""latitude"": ""48.054351""}]",45313,"[{""libelle"": """", ""valeur"": ""https://www.cc-beauceloiretaine.fr/""}]"
Communauté de communes - Creuse Sud Ouest,accueil@creusesudouest.fr,"[{""valeur"": ""05 55 54 04 95"", ""description"": """"}]","[{""type_adresse"": ""Adresse"", ""complement1"": """", ""complement2"": """", ""numero_voie"": ""Route de la Souterraine"", ""service_distribution"": """", ""code_postal"": ""23400"", ""nom_commune"": ""Saint-Dizier-Masbaraud"", ""pays"": ""France"", ""continent"": ""Europe"", ""longitude"": ""1.7411027"", ""latitude"": ""45.975971""}]",23126,"[{""libelle"": """", ""valeur"": ""https://www.creusesudouest.fr/""}]"
Communauté de communes - Pays de Fontenay Vendée,accueil@fontenayvendee.fr,"[{""valeur"": ""02 28 13 07 07"", ""description"": """"}]","[{""type_adresse"": ""Adresse"", ""complement1"": """", ""complement2"": """", ""numero_voie"": ""16 rue de l'Innovation"", ""service_distribution"": """", ""code_postal"": ""85200"", ""nom_commune"": ""Fontenay-le-Comte"", ""pays"": ""France"", ""continent"": ""Europe"", ""longitude"": ""-0.805606842041"", ""latitude"": ""46.4657682782""}, {""type_adresse"": ""Adresse postale"", ""complement1"": """", ""complement2"": """", ""numero_voie"": ""16 rue de l'Innovation"", ""service_distribution"": ""BP 20359"", ""code_postal"": ""85206"", ""nom_commune"": ""Fontenay-le-Comte"", ""pays"": ""France"", ""continent"": ""Europe"", ""longitude"": """", ""latitude"": """"}]",85092,"[{""libelle"": """", ""valeur"": ""https://www.fontenayvendee.fr/""}]"
Communauté de communes - Grand Langres,secretariat@grand-langres.fr,"[{""valeur"": ""03 25 87 77 77"", ""description"": """"}]","[{""type_adresse"": ""Adresse"", ""complement1"": """", ""complement2"": """", ""numero_voie"": ""Place de l'Hôtel-de-Ville"", ""service_distribution"": ""CS 70127"", ""code_postal"": ""52206"", ""nom_commune"": ""Langres Cedex"", ""pays"": ""France"", ""continent"": ""Europe"", ""longitude"": ""5.330896"", ""latitude"": ""47.865742""}]",52269,"[{""libelle"": """", ""valeur"": ""https://grand-langres.fr/""}]"
Communauté d'agglomération - Grand Verdun,contact@grandverdun.fr,"[{""valeur"": ""03 29 83 44 22"", ""description"": """"}]","[{""type_adresse"": ""Adresse"", ""complement1"": """", ""complement2"": """", ""numero_voie"": ""11 rue du Président-Poincaré"", ""service_distribution"": ""CS 80719"", ""code_postal"": ""55107"", ""nom_commune"": ""Verdun Cedex"", ""pays"": ""France"", ""continent"": ""Europe"", ""longitude"": ""5.3869018"", ""latitude"": ""49.158576""}]",55545,"[{""libelle"": """", ""valeur"": ""https://www.verdun.fr/""}]"
